Unnamed: 0,City,Address,Type,Price,Rooms,Build Size,Floor,מזגן,חניה,סורגים,מרוהטת,משופצת,מחסן,מעלית,"ממ""ד",נגישות,מרפסת
935,תל אביב יפו,נחום סוקולוב 95,דירה,4500,2.5,45,3,1,0,0,0,0,0,0,0,0,0
936,תל אביב יפו,הירקון 54,דירה,0,2.5,70,5,1,0,0,1,0,0,1,1,1,1
937,תל אביב יפו,חירותנו 17,בית פרטי/קוטג',4300,2.0,80,0,1,0,1,0,1,1,0,0,1,1
938,תל אביב יפו,תוספתא 12,דירה,10500,3.0,80,4,1,1,0,1,1,0,1,0,1,0
939,תל אביב יפו,אברבנאל 9,דירה,5700,2.0,35,2,1,0,0,0,1,0,0,0,0,0
940,תל אביב יפו,לאה גולדברג 10,דירה,8000,4.0,100,1,1,0,1,0,1,0,1,0,1,0
941,תל אביב יפו,אבן גבירול 168,דירה,7800,3.0,75,2,1,0,0,0,1,0,1,0,0,0
942,תל אביב יפו,בבלי 17,דירה,7200,2.5,75,1,1,0,0,1,1,0,1,0,0,0
943,תל אביב יפו,סמטת שבע שיקמים 5,דירה,10700,3.0,67,3,1,1,0,0,0,0,1,0,1,1
944,תל אביב יפו,אוסקר שינדלר 38,דירת גן,0,4.0,210,0,1,1,1,0,1,0,1,1,1,1
945,תל אביב יפו,מרדכי אנילביץ' 58,בית פרטי/קוטג',13000,3.5,300,0,1,0,1,1,1,1,1,1,1,1
947,תל אביב יפו,רקנאטי 3,דירה,12000,5.0,120,5,1,1,0,0,1,1,1,0,0,1
948,תל אביב יפו,"שדרות החי""ל 3",דירה,5200,3.0,58,3,1,1,0,1,0,0,0,0,0,0
949,תל אביב יפו,בן הורקנוס 4,דירה,7500,1.5,50,2,1,0,0,1,1,0,0,0,0,0
951,תל אביב יפו,הרב רובינשטיין 59,דירה,6300,4.0,90,1,1,0,1,1,1,0,0,0,0,1
952,תל אביב יפו,"ביל""ו 56",דירה,5650,2.0,38,0,1,0,1,1,1,0,0,0,1,0
953,תל אביב יפו,קהילת ז'יטומיר 8,דירה,10500,4.0,98,1,1,1,1,1,1,0,0,0,0,0
954,תל אביב יפו,מעפילי אגוז 46,דירה,4700,3.0,65,4,1,1,0,1,1,0,0,0,0,1
955,תל אביב יפו,החבצלת 14,דירה,5800,3.0,60,2,1,0,0,0,1,0,0,0,0,0
956,תל אביב יפו,פנקס 53,דירה,6500,2.5,65,4,1,0,0,1,1,0,0,0,0,1
957,תל אביב יפו,המסגר 60,דירה,5500,2.0,54,3,1,0,0,0,0,0,1,0,0,0
958,תל אביב יפו,דיזנגוף 172,דירה,3300,1.0,12,1,1,0,1,1,1,0,0,0,0,0
959,תל אביב יפו,"אח""י דקר 1",דירה,3500,2.0,40,4,1,0,0,0,0,0,0,0,0,0
960,תל אביב יפו,מחרוזת,דירה,4900,3.0,60,4,1,0,0,0,1,0,0,0,0,0
961,תל אביב יפו,דיזנגוף 294,סאבלט,4300,1.0,37,2,1,0,0,1,0,0,0,0,0,0
962,תל אביב יפו,ברנשטיין כהן 3,דירה,14000,4.0,90,1,1,1,1,0,0,0,1,0,1,0
963,תל אביב יפו,שלמה המלך 39,דירה,8700,3.0,100,1,1,0,1,1,0,0,0,0,0,0
964,תל אביב יפו,חיננית 4,דירה,5000,2.0,60,4,1,0,0,1,1,1,0,0,0,0
965,תל אביב יפו,חנה רובינא 1,גג/פנטהאוז,18000,5.0,230,9,1,1,1,0,1,1,1,1,1,1
966,תל אביב יפו,אליהו בית צורי 30,דירה,8500,4.0,90,4,1,1,0,0,0,0,1,0,0,0
967,תל אביב יפו,נחלת יצחק 18,דירה,8500,3.0,86,16,1,1,0,0,1,1,1,1,1,1
968,תל אביב יפו,ניסים אלוני 21,דירה,11200,3.5,90,6,1,1,0,0,1,0,1,1,0,0
969,תל אביב יפו,סמטת רבינדרנת טאגור 1,דירה,9200,4.0,100,1,1,1,1,1,0,0,1,0,1,1
970,תל אביב יפו,טרומפלדור 1,דירה,8900,2.0,55,2,1,0,0,1,1,0,1,0,0,1
971,תל אביב יפו,ז'בוטינסקי 8,דירה,28000,3.0,173,3,1,0,0,1,1,0,1,0,0,1
972,תל אביב יפו,בושם 93,דירה,6300,4.0,120,9,1,0,0,0,1,0,1,1,1,0
973,תל אביב יפו,"ד""ר וילהלם פילדרמן 3",בית פרטי/קוטג',22000,8.0,300,0,1,1,0,1,0,1,0,1,0,1
974,תל אביב יפו,רוממה 22,גג/פנטהאוז,8900,3.0,140,2,1,1,0,1,0,0,0,0,0,0
975,תל אביב יפו,יוניצמן 21,דירה,4650,1.0,30,5,1,1,0,1,1,0,1,1,1,1
976,תל אביב יפו,קהילת קנדה 35,דירה,4500,2.0,50,0,1,0,1,1,1,0,0,0,0,0
977,תל אביב יפו,קהילת עדן 1,דירה,9000,3.0,120,1,1,0,0,0,0,0,0,0,0,1
978,תל אביב יפו,הקישון 72,סטודיו/לופט,3700,1.5,25,0,1,0,1,1,0,0,0,0,0,0
979,תל אביב יפו,חנה רובינא 9,דירה,10000,4.0,94,1,1,1,0,0,0,0,1,1,0,1
980,תל אביב יפו,שדרות בן גוריון 3,דירה,10200,3.0,80,3,1,0,0,1,1,0,0,0,0,0
982,תל אביב יפו,השחקנים 4,גג/פנטהאוז,12500,4.0,200,2,1,0,0,0,0,0,0,1,0,0
983,תל אביב יפו,אברבנאל 33,דירה,7200,2.0,52,6,1,1,0,0,1,0,1,1,1,1
984,תל אביב יפו,ארלוזורוב 118,דירה,11750,4.0,83,3,1,0,0,0,1,0,0,0,0,1
985,תל אביב יפו,מחרוזת 18,דירה,4900,3.0,60,4,1,0,0,0,1,0,0,0,0,0
986,תל אביב יפו,בבלי 3,דירה,8600,3.0,80,5,1,1,0,0,1,0,1,0,1,0
987,תל אביב יפו,עירית 18,גג/פנטהאוז,5900,2.0,69,7,1,0,0,0,1,0,1,1,1,1
989,תל אביב יפו,שביל החלב 4,דירה,7200,3.0,75,1,1,1,0,0,0,0,1,0,0,0
990,תל אביב יפו,יוכבד בת מרים 19,דירה,10500,4.0,114,2,1,1,0,0,0,1,1,1,0,1
991,תל אביב יפו,ליאונרדו דה וינצ'י 12,דירה,11500,1.0,75,0,1,1,0,0,0,0,1,1,1,1
992,תל אביב יפו,ארתור רובינשטיין 15,דירה,12900,4.0,120,7,1,1,0,0,0,1,1,1,0,1
993,תל אביב יפו,משה שרת 39,דירה,9100,3.0,80,3,1,0,0,0,1,0,1,0,0,0
994,תל אביב יפו,גרציאני יצחק 2,דירה,11500,4.0,86,5,1,1,0,1,0,0,1,1,0,1
995,תל אביב יפו,קדם 77,דירה,10500,3.0,100,1,1,1,0,0,0,1,1,1,0,0
996,תל אביב יפו,השחקנים 4,דירה,4750,1.5,100,2,1,0,0,0,0,0,0,0,0,1
997,תל אביב יפו,שלמה המלך 31,דירה,7600,2.5,64,3,1,0,0,0,1,0,0,0,0,0
998,תל אביב יפו,הכרמל 52,דירה,4000,1.5,35,1,1,0,1,1,0,0,0,0,0,0
999,תל אביב יפו,פרופ' יובל נאמן 6,דירה,11000,4.0,117,4,1,1,0,0,0,1,1,1,1,1
1000,תל אביב יפו,התקומה 24,דירה,15000,3.0,130,5,1,1,0,0,0,0,1,0,0,1
1001,תל אביב יפו,מנדלי מוכר ספרים 14,דירה,4400,1.5,35,3,1,0,0,1,1,0,1,0,0,0
1002,תל אביב יפו,שדרות לוי אשכול 63,דירה,9800,3.5,100,1,1,1,0,1,0,0,1,1,0,1
1003,תל אביב יפו,ז'בוטינסקי 7,חניה,1000,0.0,15,0,1,1,0,0,0,0,0,0,1,1
1004,תל אביב יפו,שדרות דוד המלך 47,דירה,14000,4.0,113,3,1,1,0,0,0,1,1,0,1,1
1005,תל אביב יפו,שגב 3,דירת גן,5700,2.0,41,1,1,0,0,0,1,0,0,0,0,1
1006,תל אביב יפו,פנקס 50,דירה,13000,4.0,108,2,1,1,0,0,1,0,1,1,1,1
1007,תל אביב יפו,בעל העקידה 11,דירה,5000,2.0,50,2,1,0,0,0,0,0,0,0,0,0
1008,תל אביב יפו,נהריים 5,דירה,6000,3.0,70,5,1,1,0,0,0,0,1,0,0,1
1009,תל אביב יפו,קהילת קנדה 7,דירת גן,5500,2.5,95,1,1,0,1,1,1,0,0,0,0,0
1010,תל אביב יפו,מקור חיים 18,דירה,3000,1.0,24,0,1,0,1,0,0,0,0,0,0,0
1011,תל אביב יפו,יהודה הנשיא 13,דירה,7400,3.5,80,2,1,0,0,1,0,0,1,0,1,0
1012,תל אביב יפו,שביל היסמין 20,סאבלט,4000,2.5,180,0,1,0,1,0,0,1,0,0,0,1
1013,תל אביב יפו,מרכז בעלי מלאכה 32,דירה,0,3.0,60,1,1,0,0,1,1,0,0,0,1,1
1014,תל אביב יפו,שדרות לוי אשכול 106,דירה,10700,4.0,94,3,1,1,0,1,0,1,0,1,1,1
1015,תל אביב יפו,בעל העקידה 11,דירה,5500,1.0,50,2,1,0,0,0,0,0,0,0,0,1
1016,תל אביב יפו,"אצ""ל 13",דירה,0,2.0,30,2,1,0,0,0,1,0,0,0,0,0
1017,תל אביב יפו,הקשת 9,דו משפחתי,6600,4.0,90,0,1,1,1,0,0,1,0,1,1,1
1018,תל אביב יפו,שמעון הצדיק 7,סטודיו/לופט,3950,1.0,30,0,1,0,1,1,1,1,0,0,1,0
1019,תל אביב יפו,פלורנטין 59,דירת גן,7500,3.0,73,0,1,0,0,0,1,0,1,1,0,1
1020,תל אביב יפו,נדב 2,דירה,3000,1.5,45,0,1,0,1,0,0,0,0,0,1,1
1021,תל אביב יפו,קהילת ורשה 97,דירה,3500,1.5,25,2,1,1,1,0,1,0,0,0,0,0
1022,תל אביב יפו,גרץ 5,דירה,8800,3.0,85,1,1,0,0,0,0,0,0,0,0,0
1023,תל אביב יפו,יפת 41,דירה,7900,3.0,65,1,1,0,0,0,1,0,1,1,1,1
1024,תל אביב יפו,ניסים אלוני 17,דירה,10000,3.0,118,16,1,1,0,1,0,0,1,1,0,1
1025,תל אביב יפו,מורדי הגטאות 27,דירה,3400,1.0,25,0,1,0,1,1,1,0,0,0,0,0
1026,תל אביב יפו,וולפסון 22,דירה,4000,1.0,25,2,1,0,0,0,1,0,0,0,0,0
1027,תל אביב יפו,משה וילנסקי 45,דירה,11500,5.0,113,3,1,1,0,0,0,0,1,1,0,1
1028,תל אביב יפו,"ד""ר ג'ורג' וייז 20",סטודיו/לופט,3080,0.0,35,0,1,0,0,1,0,0,1,0,0,1
1029,תל אביב יפו,דרך השלום 92,דירה,4500,3.0,60,0,1,0,1,0,0,1,0,0,1,0
1030,תל אביב יפו,ארלוזורוב 125,דירה,7500,3.0,63,2,1,1,0,1,0,0,1,0,0,0
1031,תל אביב יפו,טשרניחובסקי 26,דירה,10500,3.0,86,3,1,1,0,0,1,0,1,0,0,1
1032,תל אביב יפו,בראלי 12,דירה,9500,4.0,100,4,1,1,0,1,0,0,1,0,0,1
1033,תל אביב יפו,אליעזר קפלן 7,דירה,8000,3.5,87,3,1,0,0,0,0,0,0,0,0,0
1034,תל אביב יפו,עמישב 12,דירה,5000,2.5,56,1,1,0,0,0,0,0,0,0,0,1
1035,תל אביב יפו,הרב צירלסון 10,דירה,0,2.0,55,1,1,1,1,0,0,0,1,0,1,0
1036,תל אביב יפו,מרכז בעלי מלאכה 41,דירת גן,2000,3.0,150,0,1,0,1,1,0,0,0,0,1,1
1037,תל אביב יפו,בעל העקידה 11,גג/פנטהאוז,6500,2.5,120,3,1,0,0,0,0,0,0,0,0,0
1038,תל אביב יפו,מלצ'ט 30,דירה,15000,3.0,100,2,1,1,0,0,1,0,1,1,1,1
1039,תל אביב יפו,אירוס 4,דירה,4600,3.5,65,4,1,0,0,0,0,0,0,0,0,0
1040,תל אביב יפו,גרוזנברג 5,דירה,22000,4.0,100,3,1,1,0,1,1,0,1,1,0,1
1041,תל אביב יפו,אבא אחימאיר 10,דירה,7499,3.0,75,5,1,0,0,0,1,0,1,0,0,0
1042,תל אביב יפו,משגב עם 4,דירה,3200,4.0,79,4,1,0,0,0,1,0,1,1,0,1
1043,תל אביב יפו,אדירים 1,דירה,5500,3.0,58,3,1,0,0,1,1,0,0,0,0,1
1044,תל אביב יפו,גאולה 27,דירה,12000,4.0,70,3,1,1,0,1,1,1,1,0,1,0
1045,תל אביב יפו,סומקן 1,דירה,4900,3.0,60,4,1,0,1,0,1,0,0,0,0,0
1046,תל אביב יפו,דב האוזנר,דירה,12000,4.0,127,7,1,1,0,1,1,0,1,1,1,1
1047,תל אביב יפו,חסידי האומות 22,דירה,8500,3.0,94,9,1,1,1,1,1,0,1,1,1,1
1048,תל אביב יפו,שדרות דוד המלך 5,דירה,14000,4.0,100,1,1,1,1,0,1,0,1,0,0,0
1049,תל אביב יפו,דיזנגוף,דירה,10500,3.0,90,0,1,0,1,0,1,0,0,0,0,1
1050,תל אביב יפו,אליעזר קפלן 19,דירה,20000,4.0,120,0,1,1,0,1,1,1,1,1,1,1
1051,תל אביב יפו,כוכב הצפון,דירה,10900,0.0,124,4,1,1,0,0,0,1,1,1,1,1
1052,תל אביב יפו,מיכאל נאמן 14,סאבלט,20000,4.0,132,1,1,1,0,1,0,0,1,1,1,1
1053,תל אביב יפו,נחמני,דירה,8000,3.0,80,2,1,0,0,0,1,0,0,0,0,1
1054,תל אביב יפו,הגוש הגדול,דירה,16000,0.0,155,9,1,1,0,1,0,1,1,1,1,1
1056,תל אביב יפו,שדרות לוי אשכול,דירה,10500,5.0,150,1,1,1,0,0,1,0,1,0,0,1
1057,תל אביב יפו,רקנאטי 7,דירה,12500,4.0,130,1,1,1,1,0,1,1,1,1,1,1
1058,תל אביב יפו,דרך מנחם בגין 146,דירה,8750,3.0,80,15,1,0,0,1,1,0,1,1,1,1
1059,תל אביב יפו,שלומציון המלכה 3,דירה,0,2.5,60,2,1,0,0,0,0,0,0,0,0,1
1060,תל אביב יפו,הגלעד 3,בניין מגורים,7900,0.0,73,0,1,1,1,1,0,1,1,1,1,1
1061,תל אביב יפו,רוממה 16,דירה,6500,4.0,87,1,1,1,0,0,0,0,0,0,0,0
1062,תל אביב יפו,שדרות רוטשילד 123,דירה,11000,3.0,80,2,1,0,0,0,1,0,1,0,0,1
1063,תל אביב יפו,אברהם שלונסקי 43,דירה,8000,3.0,75,2,1,1,0,1,1,0,0,0,0,0
1064,תל אביב יפו,יהודה המכבי 49,דירה,11000,3.0,80,1,1,1,0,0,0,1,1,1,1,1
1065,תל אביב יפו,כוכב הצפון,דירת גן,28000,0.0,180,0,1,1,1,1,1,1,1,1,1,1
1066,תל אביב יפו,פלורנטין,דירה,7000,3.0,70,2,1,0,1,1,1,0,1,1,0,0
1068,תל אביב יפו,שדרות רוטשילד,דירה,16600,3.5,120,1,1,0,0,1,1,0,1,0,0,0
1069,תל אביב יפו,אבן סינא,דירה,8000,4.0,100,4110043,1,0,0,0,1,1,1,1,0,1
1070,תל אביב יפו,שדרות בן גוריון,דירה,10000,4.0,100,0,1,0,1,1,0,0,0,0,0,0
1071,תל אביב יפו,קהילת פאדובה,דירה,13000,4.0,131,9,1,1,0,0,1,1,1,1,1,1
1072,תל אביב יפו,קרית שלום,דירת גן,12900,0.0,250,0,1,0,1,0,1,1,0,0,0,1
1073,תל אביב יפו,בילויה מעוז,דירה,11000,4.0,100,1,1,1,0,1,1,1,1,1,1,1
1074,תל אביב יפו,סר ג'ון מונש 5,דירה,6999,5.0,90,5,1,1,0,0,0,0,1,0,1,0
1075,תל אביב יפו,יחזקאל 20,דירה,40000,4.5,228,4,1,1,0,0,0,0,1,1,1,1
1076,תל אביב יפו,זבולון 37,דירה,4500,1.0,35,1,1,0,0,1,1,0,0,0,0,1
1077,תל אביב יפו,בארי 38,דירה,0,4.0,90,4,1,1,0,0,0,0,1,1,1,0
1078,תל אביב יפו,אחיעזר 1,דירה,3000,1.0,25,0,1,0,1,1,1,0,0,0,0,0
1079,תל אביב יפו,כפר גלעדי 9,דירה,5300,2.0,50,3,1,0,0,1,1,0,0,0,0,0
1080,תל אביב יפו,ניסים אלוני 4,דירה,12500,4.0,132,20,1,1,0,0,1,1,1,1,1,1
1082,תל אביב יפו,אליהו בחור 2,דירה,5250,2.0,45,0,1,0,1,0,0,0,0,0,0,0
1083,תל אביב יפו,רחל,דירה,9500,3.0,100,3,1,1,0,0,0,0,1,0,0,1
1084,תל אביב יפו,הצפון החדש החלק הדרומי,דירה,4900,0.0,38,1,1,0,0,1,0,0,0,0,0,1
1085,תל אביב יפו,הצפון הישן החלק הדרום מזרחי,דירה,17000,0.0,88,8,1,1,0,0,0,0,1,1,0,1
1086,תל אביב יפו,רמת החייל,דירה,5000,0.0,70,2,1,0,0,1,0,1,0,0,0,1
1087,תל אביב יפו,מקווה ישראל,דירת גן,9400,2.0,60,0,1,0,0,1,1,0,0,1,0,1
1089,תל אביב יפו,"ביל""ו 49",דירה,19800,5.0,106,1,1,1,1,0,1,0,1,0,1,1
1090,תל אביב יפו,קרית שלום,דירה,7500,0.0,106,1,1,0,1,0,1,0,0,0,0,1
1091,תל אביב יפו,"הראב""ע 1",סטודיו/לופט,3800,1.0,33,2,1,0,1,1,1,0,0,0,0,1
1092,תל אביב יפו,קרליבך 4,דירה,14000,3.0,112,5,1,1,0,0,0,0,0,0,0,1
1093,תל אביב יפו,הנביאים 37,דירה,5990,2.0,52,2,1,0,0,0,1,0,0,0,0,0
1094,תל אביב יפו,הקליר,דירה,9800,3.0,70,2,1,0,0,1,0,0,0,0,0,0
1095,תל אביב יפו,דרך מנחם בגין 158,דירה,10000,4.0,110,0,1,1,0,0,0,0,1,1,1,1
1096,תל אביב יפו,נחום סוקולוב,דירה,8000,3.0,80,1,1,0,1,1,0,0,1,0,1,0
1097,תל אביב יפו,הצפון החדש החלק הדרומי,דירה,10000,0.0,88,0,1,1,0,1,0,0,0,1,0,1
1098,תל אביב יפו,לב תל אביב החלק הצפוני,גג/פנטהאוז,80000,0.0,418,7,1,1,0,1,1,0,1,1,0,1
1099,תל אביב יפו,נחמני 28,דירת גן,8500,2.0,67,0,1,0,1,1,1,0,0,0,1,1
1100,תל אביב יפו,לב תל אביב החלק הצפוני,דירה,19500,0.0,120,2,1,1,0,1,1,1,1,1,1,1
1101,תל אביב יפו,נווה שאנן,גג/פנטהאוז,10000,3.0,155,6,1,0,1,1,1,0,1,1,1,1
1103,תל אביב יפו,דרך מנחם בגין 158,דירה,8000,3.0,85,8,1,1,0,0,0,0,1,1,1,1
1104,תל אביב יפו,צפת 5,דירה,8500,3.0,90,3,1,0,0,1,0,0,0,0,0,1
1105,תל אביב יפו,טשרניחובסקי,דירה,8900,3.0,65,2,1,1,1,0,1,1,1,1,0,1
1106,תל אביב יפו,הצפון החדש החלק הדרומי,דירה,9750,0.0,92,3,1,1,0,0,0,0,1,1,0,1
1107,תל אביב יפו,דיזנגוף,דירה,6500,2.0,60,1,1,0,1,0,1,0,0,0,0,0
1109,תל אביב יפו,חזקיהו המלך 49,דירה,6800,3.0,60,1,1,0,1,1,1,0,0,0,0,1
1110,תל אביב יפו,פרישמן 76,דירת גן,5800,2.0,40,0,1,0,1,1,0,0,0,0,0,0
1111,תל אביב יפו,הצפון החדש החלק הדרומי,דירה,10800,0.0,80,8,1,1,0,0,0,0,1,1,1,1
1112,תל אביב יפו,דיזנגוף,דירה,12000,3.0,70,4,1,0,0,0,1,0,1,0,0,0
1113,תל אביב יפו,שלום עליכם,דירה,9500,3.0,70,3,1,0,0,0,1,0,1,0,0,1
1114,תל אביב יפו,כוכב הצפון,דירה,12300,0.0,135,1,1,1,0,0,1,0,1,1,1,1
1115,תל אביב יפו,דיזנגוף,דירה,8500,2.0,60,4,1,0,0,0,1,0,1,1,0,1
1116,תל אביב יפו,הרצל רוזנבלום,דירה,18000,4.0,140,3,1,1,0,1,1,1,1,1,0,0
1117,תל אביב יפו,צידון 14,דירת גן,10700,4.0,80,0,1,0,1,1,1,0,0,0,1,1
1118,תל אביב יפו,הצפון החדש החלק הדרומי,דירת גן,8899,0.0,75,0,1,0,0,0,0,1,0,0,0,1
1119,תל אביב יפו,מונטיפיורי,דירה,8190,0.0,61,17,1,1,0,0,0,0,1,1,1,1
1120,תל אביב יפו,יבנה,דירה,10800,3.0,75,1,1,0,1,1,1,0,1,1,0,0
1121,תל אביב יפו,בן עטר 18,דירה,3500,1.0,25,3,1,0,0,0,0,0,0,0,0,0
1122,תל אביב יפו,הירשנברג,דירה,7800,3.0,80,2,1,0,0,0,1,0,1,0,1,1
1123,תל אביב יפו,ארלוזורוב,דירה,8500,2.5,75,2,1,0,0,0,1,0,0,0,0,1
1124,תל אביב יפו,קהילת פאדובה 34,דירה,8199,3.0,69,7,1,1,0,0,0,1,1,1,0,1
1125,תל אביב יפו,דב האוזנר,דירה,12000,5.0,127,7,1,1,0,1,1,0,1,1,1,1
1126,תל אביב יפו,דרך ההגנה 130,דירה,4600,2.0,37,0,1,0,0,0,1,0,0,0,1,0
1127,תל אביב יפו,בן יהודה 180,דירה,12000,5.0,140,1,1,0,0,1,0,0,0,0,0,1
1128,תל אביב יפו,פרישמן,דירת גן,5800,2.0,45,0,1,0,0,1,1,1,0,0,1,1
1129,תל אביב יפו,הצפון החדש החלק הדרומי,דירת גן,29990,0.0,180,0,1,1,0,0,1,0,0,1,1,1
1130,תל אביב יפו,כוכב הצפון,דירה,13500,0.0,105,6,1,1,0,0,1,1,1,1,1,1
1131,תל אביב יפו,אליעזר קשאני,דירה,8000,4.0,90,1,1,1,1,1,0,0,1,0,1,0
1132,תל אביב יפו,הצפון החדש החלק הדרומי,גג/פנטהאוז,30000,0.0,350,5,1,1,0,1,1,0,1,1,0,1
1133,תל אביב יפו,הירקון,דירה,7500,2.0,80,3,1,0,0,1,1,1,1,0,0,0
1134,תל אביב יפו,חובבי ציון,דירה,15200,4.0,130,1,1,1,1,1,1,0,1,0,0,1
1135,תל אביב יפו,אמיר גלבוע 9,גג/פנטהאוז,19000,5.0,165,7,1,1,0,1,1,1,1,1,1,1
1137,תל אביב יפו,הרב קוסובסקי 14,דירה,11000,4.0,90,3,1,1,1,0,1,0,1,0,0,0
1138,תל אביב יפו,אריאל 4,דירת גן,7500,5.0,126,0,1,0,0,0,1,0,0,0,0,0
1139,תל אביב יפו,הרב אלנקווה 38,דירת גן,10000,6.0,220,0,1,1,0,0,1,1,1,1,1,0
1140,תל אביב יפו,לוין קיפניס,דירה,7200,3.0,71,7,1,1,1,0,0,0,1,1,1,1
1141,תל אביב יפו,יצחק שדה 82,דירה,7999,4.0,85,2,1,0,1,0,1,1,0,0,0,0
1142,תל אביב יפו,הקריה,דירה,19000,0.0,128,0,1,1,0,0,1,1,1,1,1,1
1143,תל אביב יפו,יצחק שדה 10,דירה,9000,2.5,84,19,1,1,1,1,0,0,1,1,1,1
1144,תל אביב יפו,רוממה,דירה,11000,4.0,106,2,1,1,0,1,1,1,1,1,1,1
1145,תל אביב יפו,בר כוכבא 52,דירה,6350,2.0,60,3,1,0,0,0,0,0,0,0,0,1
1146,תל אביב יפו,חזנוביץ' 10,דירה,7500,3.0,74,1,1,1,0,0,0,0,1,1,1,1
1147,תל אביב יפו,עמוס 26,דירה,8900,3.0,65,3,1,1,0,0,0,0,0,0,0,1
1148,תל אביב יפו,הירדן,דירה,4900,1.5,30,1,1,0,0,0,0,0,0,0,0,1
1149,תל אביב יפו,המלך ג'ורג',דירה,7500,3.0,75,3,1,0,0,0,0,0,0,0,0,0
1150,תל אביב יפו,שדרות לוי אשכול,דירה,10500,4.0,115,3,1,1,0,0,0,1,1,0,1,1
1151,תל אביב יפו,שלמה המלך,דירה,5500,2.0,36,0,1,0,1,1,0,0,0,0,0,0
1152,תל אביב יפו,מיכאל נאמן,גג/פנטהאוז,24000,4.5,210,12,1,1,0,1,0,1,1,1,1,1
1156,תל אביב יפו,בילינסון 4,דירה,5900,2.0,40,0,1,0,1,0,0,0,0,0,0,0
1157,תל אביב יפו,דרך ההגנה 168,יחידת דיור,100,3.0,120,1,1,1,1,0,1,1,0,0,0,1
1158,תל אביב יפו,הגוש הגדול,גג/פנטהאוז,22000,0.0,210,6,1,1,0,0,1,1,1,1,1,1
1159,תל אביב יפו,הצפון החדש החלק הדרומי,דירה,12500,0.0,140,6,1,1,0,1,1,1,1,0,0,1
1160,תל אביב יפו,קורדוברו 18,דירה,7200,3.0,65,3,1,0,0,1,1,0,0,0,0,1
1162,תל אביב יפו,שמואל הנגיד,דירה,8800,3.0,80,2,1,0,0,1,1,0,0,0,0,0
1163,תל אביב יפו,קהילת לודז',דירת גן,6600,2.0,60,0,1,0,0,1,1,1,0,0,1,0
1164,תל אביב יפו,הרב אלנקווה,דירה,6300,4.0,80,5,1,1,0,0,1,0,1,0,0,0
1165,תל אביב יפו,ליאונרדו דה וינצ'י,דירה,12000,3.0,75,0,1,1,0,1,1,1,1,1,1,1
1166,תל אביב יפו,רקנאטי,דירה,11500,4.0,130,4,1,1,0,1,1,0,1,1,1,1
1167,תל אביב יפו,החשמונאים 100,דירה,12908,4.0,92,12,1,1,0,1,0,1,1,1,1,1
1168,תל אביב יפו,אלנבי,דירה,3100,1.0,23,1,1,0,0,1,0,0,0,0,0,0
1169,תל אביב יפו,דיזנגוף,דירה,9000,3.0,90,2,1,0,0,0,0,0,0,0,0,1
1170,תל אביב יפו,שפירא,בית פרטי/קוטג',5300,0.0,120,0,1,0,0,0,0,0,0,0,0,1
1171,תל אביב יפו,תל ברוך צפון,דירה,11750,0.0,115,2,1,1,0,0,0,1,1,1,1,1
1172,תל אביב יפו,דיזנגוף 277,דירה,6200,2.0,65,3,1,0,0,0,0,0,1,0,0,0
1173,תל אביב יפו,הרב ניסים,דירה,13000,3.0,100,17,1,1,0,0,1,0,1,1,0,1
1174,תל אביב יפו,שדרות ירושלים,דירה,4000,3.0,75,2,1,0,0,0,0,0,0,0,0,0
1175,תל אביב יפו,וייצמן,דירה,0,3.5,85,1,1,1,0,0,1,0,1,0,0,0
1176,תל אביב יפו,קהילת פאדובה 32,דירה,8800,3.0,71,12,1,1,0,0,0,0,1,1,0,1
1177,תל אביב יפו,יזהר,דירה,4100,2.0,30,0,1,0,0,1,1,0,0,0,0,1
1179,תל אביב יפו,אלעזר רוקח 13,דופלקס,16000,5.0,175,0,1,0,0,0,1,0,0,1,0,1
1180,תל אביב יפו,החלוצים,דירה,6800,2.0,60,3,1,0,0,1,1,0,1,1,0,1
1181,תל אביב יפו,שדרות רוטשילד 36,דירה,25600,4.5,160,12,1,1,0,0,0,1,1,1,1,1
1182,תל אביב יפו,אלכסנדר סשה ארגוב 31,דופלקס,15000,4.5,220,2,1,1,0,1,1,1,1,1,0,1
1183,תל אביב יפו,מקווה ישראל 25,דירה,3200,1.0,25,0,1,1,1,1,1,0,1,0,0,0
1184,תל אביב יפו,ליליין,דירה,14000,3.0,103,3,1,1,1,1,1,0,1,1,1,1
1186,תל אביב יפו,פנחס שיינמן,דירה,30000,7.0,280,9,1,1,0,1,1,0,1,1,0,1
1187,תל אביב יפו,הצפון החדש החלק הדרומי,דירה,7800,0.0,58,12,1,1,0,1,1,0,1,1,0,1
1188,תל אביב יפו,גרציאני יצחק 6,דירה,11500,4.0,102,5,1,1,0,1,0,1,1,1,1,1
1189,תל אביב יפו,ליליין,דירה,0,3.0,80,4,1,1,1,0,1,0,0,1,1,1
1190,תל אביב יפו,רחל,דירה,10000,3.0,110,3,1,1,0,0,0,0,1,0,1,1
1192,תל אביב יפו,הרב ניסים,דירה,17000,4.5,146,0,1,1,0,1,1,1,1,1,1,1
1193,תל אביב יפו,ליאונרדו דה וינצ'י,דירה,16500,5.0,127,0,1,1,0,0,1,1,1,1,1,1
