Unnamed: 0,City,Address,Type,Price,Rooms,Build Size,Floor,מזגן,חניה,סורגים,מרוהטת,משופצת,מחסן,מעלית,"ממ""ד",נגישות,מרפסת
1781,תל אביב יפו,שטיינברג 6,דירה,6000,2.0,110,3,1,1,0,1,1,0,0,0,0,1
1782,תל אביב יפו,שדרות ההשכלה 17,דירה,9950,4.0,110,13,1,0,0,0,1,0,1,1,1,1
1783,תל אביב יפו,רחבת הסיירים 3,דירה,3250,1.0,30,0,1,0,0,0,0,0,0,0,0,0
1784,תל אביב יפו,ביאליק 20,דירה,14000,4.0,90,1,1,1,1,0,1,0,1,0,1,0
1785,תל אביב יפו,רמה 2,דירה,8500,4.0,114,0,1,1,0,0,0,1,1,1,0,1
1786,תל אביב יפו,פין 1,דירה,5100,3.0,55,5,1,1,0,1,0,0,1,1,1,0
1787,תל אביב יפו,קהילת קנדה 5,דירה,4800,3.0,60,3,1,0,1,1,1,0,0,0,0,0
1788,תל אביב יפו,ז'בוטינסקי 139,סאבלט,3800,3.5,90,1,1,1,0,1,1,0,1,1,1,0
1789,תל אביב יפו,ברודצקי 30,דירת גן,7500,2.5,100,1,1,0,0,0,0,0,0,0,0,0
1790,תל אביב יפו,אבא אחימאיר 12,דירה,7500,3.0,70,6,1,1,0,0,0,0,1,0,1,0
1791,תל אביב יפו,סמטת נטע 4,דירה,11200,4.0,120,5,1,1,0,1,1,0,1,0,1,1
1792,תל אביב יפו,הקישון 87,דירה,8500,4.5,100,3,1,0,0,0,0,0,0,0,0,1
1793,תל אביב יפו,"ש""ץ 15",דירה,7800,3.0,48,2,1,0,0,0,1,0,0,0,0,0
1794,תל אביב יפו,ישראל גלילי 9,דירה,11500,5.0,130,3,1,1,0,0,0,0,1,1,1,1
1795,תל אביב יפו,רמברנדט 3,דירה,10400,3.0,110,3,1,0,0,1,1,0,1,0,0,0
1796,תל אביב יפו,דיזנגוף 215,דירה,7200,2.0,50,2,1,0,0,1,1,0,0,0,0,1
1797,תל אביב יפו,"מזא""ה 74",דירה,9490,3.0,85,0,1,1,0,0,0,0,1,1,0,1
1798,תל אביב יפו,עליית הנוער,דירה,6000,3.0,75,2,1,1,0,1,1,0,0,0,0,0
1799,תל אביב יפו,רמז 25,דירה,5500,2.5,75,0,1,0,1,0,0,0,0,0,0,0
1801,תל אביב יפו,צהלה,דירה,9700,0.0,120,3,1,1,0,0,1,0,1,1,1,1
1802,תל אביב יפו,נאות אפקה א,דירה,12000,0.0,129,1,1,1,0,0,0,0,1,1,1,1
1803,תל אביב יפו,שדרות ירושלים 15,דירה,14000,3.0,100,6,1,1,0,0,1,0,1,1,1,1
1804,תל אביב יפו,יוחנן הסנדלר 20,סאבלט,22000,3.0,90,1,1,0,1,1,1,0,1,1,1,0
1805,תל אביב יפו,רמת החייל,דירה,11300,0.0,80,5,1,1,0,0,1,0,1,1,1,1
1806,תל אביב יפו,ניסים אלוני 2,דירה,15000,4.0,120,0,1,1,0,0,0,0,0,0,0,1
1807,תל אביב יפו,זרובבל 17,דירה,0,3.0,73,4,1,0,0,0,0,0,1,0,0,0
1808,תל אביב יפו,שדרות נורדאו,דירה,11000,3.0,80,4,1,1,0,0,1,1,1,1,1,1
1810,תל אביב יפו,גרציאני יצחק 6,דירה,19999,5.0,140,20,1,1,0,0,1,1,1,1,1,1
1811,תל אביב יפו,זריצקי יוסף 7,דירה,10800,4.0,110,2,1,0,0,0,0,0,0,0,0,1
1813,תל אביב יפו,עמק ברכה,דירה,5000,2.0,70,2,1,1,0,0,0,0,1,0,1,1
1814,תל אביב יפו,הצפון החדש החלק הדרומי,דירה,8500,0.0,84,10,1,1,0,0,1,1,1,1,1,1
1815,תל אביב יפו,שרת משה,דירה,2300,3.5,80,3,1,1,0,1,1,0,1,0,0,0
1816,תל אביב יפו,מנדלי מוכר ספרים 3,דירה,7500,2.0,50,3,1,0,0,1,0,0,1,0,0,0
1817,תל אביב יפו,קיש 4,דופלקס,11000,4.5,175,2,1,0,0,1,1,0,0,0,0,1
1818,תל אביב יפו,אייגר 10,דירה,5800,3.0,60,3,1,1,0,1,0,1,1,1,1,1
1819,תל אביב יפו,סומקן 15,דירה,4300,3.0,65,3,1,0,1,0,1,0,0,0,0,0
1820,תל אביב יפו,דרך מנחם בגין 158,דירה,10000,3.0,93,0,1,1,0,1,0,0,1,1,1,1
1821,תל אביב יפו,כביר 15,דירה,4500,2.5,60,3,1,1,0,0,1,0,0,0,0,1
1822,תל אביב יפו,פרופ' שור 4,דירה,13500,4.5,95,3,1,0,0,0,1,0,1,1,0,0
1823,תל אביב יפו,קהילת ניו יורק 44,דירה,7300,3.0,90,1,1,1,0,1,0,1,1,1,1,1
1824,תל אביב יפו,קהילת קנדה 37,דירה,3900,2.0,60,4,1,0,0,0,0,0,1,1,0,0
1825,תל אביב יפו,יצחק שדה 63,דירה,6500,4.0,90,1,1,0,0,0,1,0,1,1,0,1
1826,תל אביב יפו,"ש""ץ 5",דירה,12000,3.0,80,1,1,0,0,1,0,0,1,0,0,0
1827,תל אביב יפו,הצפון החדש החלק הדרומי,בית פרטי/קוטג',20000,0.0,300,0,1,1,0,0,0,1,0,1,0,1
1828,תל אביב יפו,שיכון בבלי,דירה,13000,0.0,97,0,1,1,0,0,1,1,1,1,0,1
1829,תל אביב יפו,זלטופולסקי,דירה,8300,3.0,87,2,1,1,0,0,0,1,0,0,0,0
1830,תל אביב יפו,שיכון בבלי,דירה,12500,0.0,104,14,1,1,0,0,1,1,1,1,1,1
1831,תל אביב יפו,המשור 16,דירה,3700,1.0,40,1,1,1,1,0,1,0,0,0,0,0
1832,תל אביב יפו,נחלת בנימין 78,גג/פנטהאוז,15800,5.5,120,5,1,0,0,1,0,0,1,1,1,1
1833,תל אביב יפו,הרב יעקב טראב 10,דירה,7500,4.0,100,3,1,1,0,0,1,0,1,1,1,1
1834,תל אביב יפו,שמעון התרסי 38,דירה,7000,2.5,80,2,1,0,0,0,0,0,0,0,0,1
1835,תל אביב יפו,תל ברוך צפון,גג/פנטהאוז,15000,0.0,160,6,1,1,1,1,1,1,1,1,1,1
1836,תל אביב יפו,פינס,דירה,13500,4.0,112,1,1,1,0,0,0,0,1,1,1,1
1837,תל אביב יפו,אבן סינא,דירה,10500,3.0,85,2,1,1,0,0,1,1,1,1,1,0
1838,תל אביב יפו,שמעון בן שטח,דירת גן,16500,4.0,110,0,1,1,0,0,1,0,1,0,1,1
1839,תל אביב יפו,ניסים אלוני 6,דירה,20000,4.0,134,0,1,1,0,1,0,1,1,1,1,1
1840,תל אביב יפו,קרליבך 4,דירה,10500,4.0,102,8,1,1,0,0,1,1,1,1,1,1
1841,תל אביב יפו,הנביאים,דירה,8500,3.0,75,3,1,1,0,0,1,0,0,0,0,0
1842,תל אביב יפו,המלך ג'ורג' 93,דירה,7200,2.0,71,2,1,0,0,1,0,0,0,0,0,0
1843,תל אביב יפו,בלפור,דירה,11000,3.5,95,1,1,1,0,0,1,0,1,1,1,0
1844,תל אביב יפו,הירקון,דירה,8500,2.0,64,3,1,1,0,1,0,0,0,0,0,0
1848,תל אביב יפו,שדרות ירושלים 219,דירה,4000,2.0,50,3,1,0,0,1,0,0,0,0,0,1
1850,תל אביב יפו,אבשלום חביב 5,דירה,12000,4.0,126,2,1,1,0,1,1,1,1,1,1,1
1851,תל אביב יפו,זלמן מייזל 18,דירה,4900,3.0,70,3,1,0,0,0,0,0,0,0,0,0
1853,תל אביב יפו,לבונטין 30,דירה,7800,2.0,55,2,1,1,0,1,1,0,1,0,0,1
1854,תל אביב יפו,רבי פנחס 3,דירה,7500,2.5,75,2,1,1,0,0,0,0,1,0,0,1
1855,תל אביב יפו,מינץ 2,דירה,5500,4.0,87,2,1,1,0,1,0,0,0,0,0,0
1856,תל אביב יפו,משה שרת 33,דירה,8800,3.0,80,2,1,0,0,0,1,0,0,0,0,0
1857,תל אביב יפו,ויצמן 125,דירה,9000,2.5,75,1,1,0,0,1,0,0,0,0,0,1
1858,תל אביב יפו,השוק 47,דירה,9800,3.5,110,3,1,0,0,0,0,0,1,0,0,1
1859,תל אביב יפו,דרך השלום 18,דירה,4600,2.0,40,1,1,0,1,1,1,0,0,0,0,0
1860,תל אביב יפו,קהילת פאדובה 30,דירה,8800,3.0,84,2,1,1,0,0,0,1,1,1,0,1
1861,תל אביב יפו,עירית 18,דירה,6500,3.0,70,5,1,0,0,0,0,0,1,1,0,1
1862,תל אביב יפו,שדרות נורדאו 88,דירה,8200,3.5,76,3,1,0,0,1,1,0,1,0,0,0
1863,תל אביב יפו,תל גיבורים 32,דירת גן,5400,3.0,110,1,1,0,0,1,1,0,0,0,0,0
1864,תל אביב יפו,"שדרות תרס""ט 1",דירה,7000,2.0,67,0,1,0,1,0,0,0,0,0,0,0
1865,תל אביב יפו,ארלוזורוב 198,דירה,2150,1.0,14,2,1,0,1,0,0,0,0,0,0,1
1866,תל אביב יפו,בארי 20,סאבלט,5700,2.0,36,0,1,0,1,1,0,0,0,0,0,0
1867,תל אביב יפו,ארלוזורוב 146,דירה,7500,3.0,110,3,1,0,0,0,1,0,0,0,0,0
1868,תל אביב יפו,דוליצקי 1,דירה,11000,4.0,95,2,1,0,0,1,1,0,0,0,0,0
1869,תל אביב יפו,מגשימים 24,יחידת דיור,6000,2.0,50,2,1,1,0,0,0,0,0,0,0,1
1870,תל אביב יפו,ליאונרדו דה וינצ'י 33,דירה,0,3.0,73,10,1,1,0,0,0,0,1,1,0,1
1871,תל אביב יפו,אליהו בית צורי 12,דירה,9000,4.0,100,4,1,1,0,0,0,0,1,0,0,0
1872,תל אביב יפו,פינס 18,דירה,23000,3.0,90,1,1,1,0,1,1,0,1,0,0,0
1873,תל אביב יפו,פנחס רוזן 37,דירה,7100,3.0,50,1,1,1,0,1,1,0,0,0,0,0
1874,תל אביב יפו,משה בריל 34,דירת גן,7500,3.5,115,0,1,0,1,1,1,0,0,0,0,0
1875,תל אביב יפו,מגן אברהם 23,דירה,8300,3.0,70,1,1,0,0,0,1,0,0,0,0,0
1876,תל אביב יפו,הפרדס 6,דירה,4400,2.0,35,0,1,0,1,1,0,0,0,0,0,0
1878,תל אביב יפו,קהילת ורשה 31,דירה,8600,3.0,90,3,1,1,0,0,0,0,1,1,0,1
1879,תל אביב יפו,יהודה הלוי 100,דירה,8950,3.0,100,1,1,1,0,0,1,0,0,0,0,1
1880,תל אביב יפו,ה' באייר 20,דירה,11600,3.0,96,3,1,0,0,0,1,0,1,0,0,0
1881,תל אביב יפו,ביצרון 26,דירה,4950,2.0,65,0,1,0,1,1,1,0,0,0,0,1
1882,תל אביב יפו,גבעולים 17,דירה,5300,3.0,80,1,1,1,0,0,1,0,0,0,0,1
1884,תל אביב יפו,יצחק שדה 63,דירה,9500,4.0,110,2,1,0,0,0,1,0,1,1,1,1
1886,תל אביב יפו,עליית הנוער 26,דירה,6300,2.5,65,4,1,1,0,0,0,0,1,0,0,1
1887,תל אביב יפו,דיזנגוף,דירה,10000,3.0,80,3,1,1,0,1,1,0,1,0,0,1
1888,תל אביב יפו,הוברמן 22,דירה,15000,4.0,95,1,1,1,1,1,1,0,1,0,0,0
1889,תל אביב יפו,החלוצים 48,דירה,8000,3.5,70,5,1,0,0,0,1,0,1,0,0,1
1890,תל אביב יפו,זבולון,דירה,4600,2.0,40,2,1,0,0,1,1,0,0,1,0,1
1891,תל אביב יפו,לבונטין 1,דירה,3750,1.0,25,2,1,0,0,0,0,0,0,0,0,1
1892,תל אביב יפו,דרך ההגנה 86,דירה,3800,2.0,40,0,1,0,0,1,1,0,0,0,0,0
1893,תל אביב יפו,דרך ההגנה 126,דירה,6100,4.0,85,2,1,0,0,0,1,0,1,0,1,0
1894,תל אביב יפו,יצחק שדה 20,דירה,10900,4.0,94,0,1,1,0,0,0,0,1,1,0,1
1895,תל אביב יפו,רמת אביב ג,גג/פנטהאוז,18000,0.0,229,9,1,1,0,0,0,0,1,1,1,1
1896,תל אביב יפו,הרב רובינשטיין 23,דירה,4500,3.0,65,3,1,0,0,0,0,0,0,0,0,0
1897,תל אביב יפו,שבזי,דירת גן,12000,0.0,80,0,1,0,0,0,0,0,0,1,0,1
1898,תל אביב יפו,שדרות נורדאו,דירה,13000,3.0,88,3,1,1,0,0,1,0,1,1,0,1
1899,תל אביב יפו,כיכר דיזנגוף,דירה,16700,3.0,110,4,1,1,0,1,1,0,1,0,1,1
1901,תל אביב יפו,שדרות יהודית,דירה,6300,2.0,60,0,1,0,1,0,1,0,0,0,1,0
1902,תל אביב יפו,זכריה,דירה,8800,3.0,70,0,1,0,1,0,1,0,0,0,0,0
1903,תל אביב יפו,ניסים אלוני,גג/פנטהאוז,40000,6.0,300,0,1,1,1,1,1,1,1,1,1,1
1904,תל אביב יפו,שיכון בבלי,דירה,30000,0.0,190,18,1,1,0,1,1,1,1,1,1,1
1905,תל אביב יפו,חובבי ציון,דירה,10000,3.0,75,2,1,0,0,1,1,0,0,0,0,0
1908,תל אביב יפו,אורי צבי גרינברג,דירה,10000,4.0,115,1,1,1,0,0,1,0,1,1,0,1
1909,תל אביב יפו,רענן,דירה,5500,1.0,47,2,1,0,0,1,0,0,0,0,0,0
1910,תל אביב יפו,"יהל""ל",דירה,9100,3.0,67,2,1,0,0,0,1,0,0,0,0,0
1911,תל אביב יפו,פינסקר,דירה,7000,2.0,58,0,1,0,1,0,1,0,0,0,1,0
1912,תל אביב יפו,ארבע ארצות,דירה,11000,3.5,100,3,1,0,0,1,1,0,1,0,0,0
1913,תל אביב יפו,צייטלין,דירת גן,4200,1.0,26,0,1,0,0,1,1,0,0,0,0,1
1914,תל אביב יפו,בילויה מעוז,דירה,13990,4.0,124,1,1,1,1,1,0,0,1,1,1,1
1915,תל אביב יפו,טשרניחובסקי,דירה,4500,1.5,40,1,1,0,0,0,0,0,0,0,0,0
1916,תל אביב יפו,הגוש הגדול,דירה,13000,0.0,130,5,1,1,0,0,0,1,0,1,1,1
1918,תל אביב יפו,לקרט,דירת גן,6000,2.0,55,0,1,0,0,0,0,0,0,0,0,0
1919,תל אביב יפו,"מזא""ה",דירה,13500,3.0,100,2,1,1,0,0,1,0,0,0,0,1
1920,תל אביב יפו,רבנו תם 4,דירה,10000,3.0,72,1,1,1,0,0,1,0,1,1,1,1
1921,תל אביב יפו,באר טוביה,גג/פנטהאוז,9000,3.0,80,3,1,0,1,0,0,0,0,0,0,1
1923,תל אביב יפו,יהודה הימית,דירה,8500,3.0,65,3,1,1,0,0,0,0,1,1,1,1
1924,תל אביב יפו,דרך ההגנה 134,דירה,0,3.0,75,3,1,0,0,0,1,0,1,0,1,1
1925,תל אביב יפו,פיקוס 17,דירה,3200,1.0,25,1,1,0,1,1,0,0,0,0,0,0
1926,תל אביב יפו,עולי הגרדום 10,דירה,7800,3.0,75,2,1,0,0,0,0,0,1,1,1,1
1927,תל אביב יפו,הגיבור האלמוני 36,דירה,5700,3.0,75,1,1,0,1,1,1,1,0,0,0,1
1928,תל אביב יפו,בני משה 16,דירה,0,4.0,115,4,1,1,1,0,0,0,1,0,0,1
1929,תל אביב יפו,ריינס 51,דירה,7500,3.0,70,3,1,0,0,0,0,0,0,0,0,0
1930,תל אביב יפו,גאולה 12,דירה,13800,3.0,87,3,1,1,0,1,1,0,0,0,0,1
1931,תל אביב יפו,דרך מנחם בגין,דירה,10000,3.0,95,18,1,1,1,1,1,0,1,1,1,1
1932,תל אביב יפו,גרציאני יצחק,דירה,9000,3.0,76,6,1,1,0,1,1,1,1,1,1,1
1933,תל אביב יפו,"ביל""ו 6",דירת גן,14000,4.0,115,1,1,0,0,1,0,0,0,0,0,1
1934,תל אביב יפו,הרב אלנקווה,דירה,6300,4.0,80,5,1,0,0,0,1,0,1,0,1,0
1936,תל אביב יפו,יוסף פעמוני,דירה,13000,4.0,100,8,1,1,0,0,1,1,1,1,1,1
1937,תל אביב יפו,ליאונרדו דה וינצ'י 12,דירה,20000,4.0,119,0,1,1,0,0,0,1,1,0,0,1
1938,תל אביב יפו,שדרות רוטשילד 36,דירה,28000,3.5,124,18,1,1,0,0,0,1,1,1,1,1
1940,תל אביב יפו,הצפון הישן החלק הצפוני,דירה,14000,0.0,70,2,1,1,0,0,0,0,1,1,0,1
1941,תל אביב יפו,רבנו תם 9,דירה,12500,3.0,85,2,1,1,0,0,1,0,1,1,0,1
1942,תל אביב יפו,דרך מנחם בגין,דירה,0,4.0,78,0,1,1,0,0,1,1,1,1,0,1
1943,תל אביב יפו,רקנאטי,גג/פנטהאוז,30000,6.0,285,15,1,1,0,1,1,1,1,1,1,1
1944,תל אביב יפו,אזורי חן,דירה,13000,0.0,105,7,1,1,0,1,1,1,1,1,1,1
1945,תל אביב יפו,רבנו תם,דירה,12500,3.0,80,3,1,1,0,1,1,1,1,0,1,1
1946,תל אביב יפו,ליאונרדו דה וינצ'י 14,דירה,12000,3.0,67,18,1,1,0,0,0,0,1,0,0,1
1947,תל אביב יפו,דיזנגוף 46,דירה,7500,2.5,70,3,1,0,0,0,0,0,0,0,0,1
1949,תל אביב יפו,אלוף קלמן מגן,דירה,14000,4.0,112,12,1,1,1,1,1,0,1,1,1,1
1950,תל אביב יפו,אזורי חן,דירה,15000,0.0,110,5,1,1,0,0,1,1,1,1,0,1
1951,תל אביב יפו,הצפון הישן החלק הצפוני,דירה,16500,0.0,125,4,1,1,0,1,1,1,1,1,1,1
1953,תל אביב יפו,ניסים אלוני,דירה,16000,4.0,140,17,1,1,0,1,1,1,1,1,1,1
1955,תל אביב יפו,תל ברוך צפון,דירה,8900,0.0,100,4,1,1,0,0,0,0,1,1,0,1
1956,תל אביב יפו,ליאונרדו דה וינצ'י,דירה,11000,3.0,85,17,1,1,1,1,1,1,1,1,1,1
1957,תל אביב יפו,הרב ניסים,דירה,18000,4.5,144,0,1,1,0,1,1,1,1,1,1,1
1958,תל אביב יפו,דיזנגוף,דירה,10000,3.0,65,1,1,0,0,0,1,0,0,0,0,0
1959,תל אביב יפו,שמעון התרסי,דירה,8800,3.0,80,3,1,0,0,0,1,0,0,0,0,0
1960,תל אביב יפו,ליאונרדו דה וינצ'י 12,דירה,30000,4.0,200,0,1,1,0,0,0,0,0,0,0,1
1961,תל אביב יפו,ליאונרדו דה וינצ'י 14,דירה,10500,3.0,68,14,1,1,0,0,0,0,1,1,0,1
1962,תל אביב יפו,אליהו בית צורי,דירה,8000,3.0,90,8,1,1,1,1,1,0,1,0,1,0
1964,תל אביב יפו,בוגרשוב,דירה,6500,2.0,45,1,1,0,1,0,1,0,0,0,1,0
1965,תל אביב יפו,ויינשל,דירה,9500,5.0,117,1,1,1,0,0,0,0,1,1,0,1
1966,תל אביב יפו,רמת אביב ג,דירה,12000,0.0,130,10,1,1,0,0,0,1,1,1,1,1
1967,תל אביב יפו,ארלוזורוב 140,דירה,7400,2.5,73,4,1,0,0,0,1,0,0,0,0,1
1968,תל אביב יפו,שיכון דן,בית פרטי/קוטג',14500,0.0,350,0,1,1,0,0,0,0,0,0,0,1
1969,תל אביב יפו,יחזקאל,דירה,10500,3.0,90,1,1,0,1,1,1,0,1,0,0,0
1970,תל אביב יפו,דיזנגוף 229,דופלקס,8500,3.0,85,4,1,0,0,0,1,0,1,0,0,1
1971,תל אביב יפו,פינסקר,דירת גן,6500,2.0,80,0,1,0,1,1,0,0,0,0,1,1
1972,תל אביב יפו,טורי זהב 4,דירה,4789,2.0,55,2,1,1,1,0,1,0,1,0,0,0
1973,תל אביב יפו,ברגסון 15,דירה,0,3.5,75,4,1,0,0,1,1,0,1,0,0,1
1974,תל אביב יפו,אנדרסן 14,דירה,10800,4.5,105,1,1,0,1,0,1,0,1,1,1,1
1975,תל אביב יפו,דגניה 1,סאבלט,7500,2.0,40,1,1,0,0,1,1,0,0,0,0,0
1976,תל אביב יפו,ישראליס 20,דירת גן,8000,2.0,100,0,1,0,1,1,1,1,0,1,1,1
1977,תל אביב יפו,ליאונרדו דה וינצ'י,דירה,19000,5.0,125,0,1,1,1,1,1,1,1,1,1,1
1978,תל אביב יפו,אגדתי,סטודיו/לופט,3950,1.5,33,0,1,0,0,0,0,0,0,0,0,1
1980,תל אביב יפו,הגוש הגדול,דירה,14000,0.0,160,3,1,1,0,1,1,1,1,1,1,1
1981,תל אביב יפו,"מהר""ל 12",דירה,10500,3.0,80,3,1,0,0,1,1,0,1,0,0,0
1982,תל אביב יפו,ליאונרדו דה וינצ'י 14,דירה,10800,3.0,67,13,1,1,0,0,0,0,1,1,0,1
1983,תל אביב יפו,בן יהודה,דירה,12000,5.0,140,3,1,0,0,1,1,0,1,0,0,0
1984,תל אביב יפו,גרציאני יצחק,דופלקס,10000,4.0,90,0,1,1,0,0,0,0,1,0,0,1
1987,תל אביב יפו,מאיר יערי 12,דירה,10000,4.5,120,2,1,1,0,0,0,0,1,1,1,1
1988,תל אביב יפו,הצפון החדש החלק הדרומי,דירה,6350,0.0,60,2,1,0,0,0,0,0,0,0,0,1
1989,תל אביב יפו,בר גיורא,דירה,5800,2.0,45,0,1,0,1,0,1,1,0,0,1,0
1990,תל אביב יפו,ליאונרדו דה וינצ'י 14,דירה,14500,4.0,91,13,1,1,0,0,0,0,1,1,0,1
1991,תל אביב יפו,רמת אביב ג,דירה,12500,0.0,130,3,1,1,1,0,1,1,1,1,1,1
1992,תל אביב יפו,זלטופולסקי,דירה,15000,3.0,85,4,1,0,0,1,1,0,1,1,0,1
1993,תל אביב יפו,אייזק שטרן,דירה,12800,4.0,110,6,1,1,0,0,1,1,1,1,1,0
1994,תל אביב יפו,הגוש הגדול,דירה,11000,0.0,130,2,1,1,1,0,1,0,1,0,1,1
1995,תל אביב יפו,מיטב 5,דירה,9300,4.0,110,5,1,1,0,0,0,0,1,0,0,1
1996,תל אביב יפו,טורי זהב,דירה,4600,2.0,50,2,1,1,0,0,1,0,1,0,1,0
1997,תל אביב יפו,קהילת פאדובה 32,דירה,7990,3.0,71,13,1,1,0,0,0,1,1,1,0,1
1999,תל אביב יפו,הצפון הישן החלק הצפוני,דירה,10500,0.0,68,1,1,1,0,0,1,1,1,1,1,1
2000,תל אביב יפו,הגוש הגדול,דירה,15500,0.0,128,7,1,1,1,0,1,1,1,1,1,1
2001,תל אביב יפו,דרך מנחם בגין 150,דירה,7500,2.0,60,0,1,1,0,1,0,0,1,0,1,0
2002,תל אביב יפו,זרח 25,דירה,10000,5.0,120,0,1,0,0,0,1,0,0,0,0,0
2003,תל אביב יפו,אבא קובנר 11,דירה,12500,5.0,130,2,1,1,0,0,1,1,1,1,0,0
2004,תל אביב יפו,קלצ'קין 1,סאבלט,7500,4.0,115,4,1,1,0,1,0,0,1,0,1,1
2005,תל אביב יפו,יסוד המעלה 33,דירה,6900,3.0,123,1,1,1,0,0,1,1,1,1,1,1
2006,תל אביב יפו,בזל,דירה,8400,3.0,95,1,1,1,0,1,1,1,0,0,0,1
2007,תל אביב יפו,יסוד המעלה 31,דירה,4800,2.0,50,2,1,1,0,1,0,0,1,1,1,1
2008,תל אביב יפו,א.ה. וייס 4,דירה,7300,2.0,50,2,1,0,0,0,1,0,0,0,0,1
2009,תל אביב יפו,הרב יעקב טראב 8,דירה,8000,4.0,100,17,1,1,0,0,0,0,1,1,1,1
2010,תל אביב יפו,יהושע בן נון 20,דירה,7000,2.0,48,2,1,0,0,0,0,0,0,0,0,1
2011,תל אביב יפו,דרך השלום 147,דירה,5000,3.0,80,2,1,0,0,0,0,0,0,0,0,1
2012,תל אביב יפו,מעפילי אגוז 75,דירה,5900,3.0,75,1,1,0,0,0,1,0,1,0,0,0
2013,תל אביב יפו,עירית 5,דירה,4500,3.0,70,4,1,0,0,0,0,0,1,0,0,0
2014,תל אביב יפו,מורדי הגטאות 27,דירה,3500,1.0,40,3,1,0,0,0,1,0,0,0,0,0
2015,תל אביב יפו,מקווה ישראל 1,דירה,0,3.0,65,2,1,0,0,1,0,0,0,0,0,1
2016,תל אביב יפו,חנקין,דירה,6000,2.0,50,0,1,0,0,0,0,0,0,0,0,0
2017,תל אביב יפו,ארתור רובינשטיין 2,דירה,16500,5.5,167,2,1,1,0,0,0,1,1,1,1,1
2018,תל אביב יפו,המלך ג'ורג',דירה,7250,1.0,50,1,1,0,0,1,1,0,1,0,0,0
2019,תל אביב יפו,שדרות ששת הימים 27,דירה,5300,3.5,85,1,1,0,1,1,1,0,0,0,0,1
2021,תל אביב יפו,המלך ג'ורג',סטודיו/לופט,5500,1.0,35,3,1,0,0,1,1,0,1,0,1,1
2022,תל אביב יפו,מרגוע,גג/פנטהאוז,11500,4.0,160,2,1,1,0,0,0,0,1,1,0,1
2023,תל אביב יפו,דרך מנחם בגין 158,דירה,10500,3.0,87,20,1,1,0,1,1,0,1,1,0,1
2024,תל אביב יפו,דרך יפו,דירת גן,5900,2.0,53,0,1,0,0,0,1,0,0,0,1,1
2025,תל אביב יפו,בארט,דירה,9500,4.0,109,0,1,1,0,0,1,0,1,1,1,1
2026,תל אביב יפו,המלך ג'ורג',דירה,6500,1.0,30,3,1,0,0,1,1,0,1,0,0,1
2027,תל אביב יפו,קרליבך 4,דירת גן,16500,4.0,155,2,1,1,0,1,1,0,1,1,1,1
2028,תל אביב יפו,הצפון החדש החלק הדרומי,דירה,6800,0.0,50,1,1,0,0,0,1,0,0,0,0,1
2029,תל אביב יפו,הגוש הגדול,דירה,11500,0.0,124,1,1,1,0,0,0,1,1,1,1,1
2030,תל אביב יפו,מרכולת,דירה,4500,1.5,30,0,1,0,1,0,1,0,0,0,0,0
2032,תל אביב יפו,בלפור,דירה,10000,3.0,60,4,1,1,0,0,0,0,1,1,0,0
2033,תל אביב יפו,שלמה המלך,דירה,6650,2.0,60,0,1,0,0,0,0,0,0,0,0,0
2036,תל אביב יפו,המלך ג'ורג',דירה,7000,2.0,55,3,1,0,0,0,1,0,1,1,1,1
2037,תל אביב יפו,המלך ג'ורג',דירה,8000,2.0,67,5,1,0,0,1,1,0,1,0,1,1
2038,תל אביב יפו,יצחק שדה,דירה,11000,3.0,85,18,1,1,1,0,1,0,1,1,0,1
2039,תל אביב יפו,התקווה,דירת גן,11500,0.0,240,0,1,0,0,0,1,1,1,1,1,1
2040,תל אביב יפו,דרך קיבוץ גלויות 77,דירה,5000,6.0,120,4,1,0,0,1,1,0,0,1,0,1
2041,תל אביב יפו,ז'בוטינסקי,דירה,12000,4.5,116,1,1,0,0,1,0,0,0,0,0,1
2042,תל אביב יפו,רופין,דירה,8500,2.5,80,3,1,0,0,0,0,0,1,0,0,1
2045,תל אביב יפו,מנורה,גג/פנטהאוז,13000,4.0,170,6,1,1,1,1,1,1,1,1,0,1
2046,תל אביב יפו,משה שרת 54,דירה,10000,3.0,86,3,1,1,0,1,1,0,1,0,0,0
2048,תל אביב יפו,נחלת בנימין,דירה,8300,3.0,88,3,1,1,0,1,1,0,1,1,1,1
2049,תל אביב יפו,שבזי,בית פרטי/קוטג',28000,0.0,180,0,1,0,0,0,0,0,0,0,0,1
2050,תל אביב יפו,ניסים אלוני 5,דירה,11000,3.0,79,16,1,1,0,1,0,0,1,1,1,0
2051,תל אביב יפו,הצפון החדש החלק הדרומי,דירה,0,0.0,75,0,1,1,1,0,1,1,1,1,0,1
2052,תל אביב יפו,רענן 22,דירה,6500,1.0,62,1,1,0,0,0,0,0,0,0,0,0
2053,תל אביב יפו,המלך ג'ורג',דירה,10000,3.0,70,2,1,0,0,1,1,0,1,0,0,1
2054,תל אביב יפו,מרכז בעלי מלאכה,דירה,9000,3.0,95,1,1,0,0,0,0,0,0,0,0,0
2055,תל אביב יפו,עירית 18,דירה,6600,3.0,80,5,1,0,0,0,0,0,1,1,0,1
2056,תל אביב יפו,ארלוזורוב 163,סאבלט,250,1.0,25,2,1,0,0,1,1,0,0,0,0,1
